33.237912,-86.799884
33.236981,-86.819103
33.256168,-86.814305
33.224152,-86.804179
31.319283,-86.462548
33.653492,-85.82709
33.72058,-85.817308
33.720207,-85.819839
34.341874,-86.500109
34.790616,-86.991727
34.805891,-86.983648
34.782867,-86.941469
31.021584,-87.494459
32.571296,-85.500556
32.62698,-85.447355
32.569725,-85.50029
30.885972,-87.79019
30.885095,-87.787584
33.333001,-86.993311
33.361644,-86.998801
33.335148,-86.985007
33.361627,-87.001898
33.334482,-86.989659
33.590145,-86.700157
33.504503,-86.806849
33.49556,-86.87799
33.505011,-86.849577
33.463504,-86.912689
33.530223,-86.71915
33.509732,-86.789356
33.596639,-86.646009
33.405968,-86.805585
33.465241,-86.822516
33.583751,-86.774252
33.429989,-86.708424
33.596167,-86.694825
33.640325,-86.623896
33.391315,-86.793472
33.408425,-86.667125
33.372242,-86.814559
33.44684,-86.793437
33.641773,-86.621437
33.410709,-86.762614
33.533505,-86.692303
33.447359,-86.820509
33.579201,-86.924309
33.528991,-86.720141
33.425368,-86.712508
33.60537,-86.637484
33.529132,-86.732165
34.19788,-86.149515
33.529132,-86.732165
31.135487,-87.069091
31.147727,-87.067058
31.148468,-87.063706
32.089861,-88.222379
34.16286,-85.712563
33.351587,-86.612486
34.157994,-86.835333
34.14909,-86.842417
30.640267,-87.866814
30.659042,-87.852738
30.651921,-87.913072
30.653081,-87.903026
30.659706,-87.852683
30.618165,-87.907544
30.658723,-87.856061
30.603633,-87.898921
30.61251,-87.902657
30.602711,-87.896042
34.537531,-86.913035
34.572401,-87.017448
34.575815,-86.975752
34.535506,-86.909382
34.559047,-87.000113
34.559909,-86.970524
32.503687,-87.834355
31.212322,-85.361163
31.252416,-85.390056
31.228097,-85.431354
31.190323,-85.403064
31.252898,-85.427851
31.268796,-85.450267
31.246301,-85.426895
31.2681,-85.441262
31.178746,-85.404485
31.266333,-85.447153
31.417544,-86.068562
32.557574,-86.31888
31.323821,-85.832359
31.448231,-86.955431
33.498609,-86.908709
33.466567,-86.913904
30.515984,-87.886184
30.472852,-87.852321
30.513322,-87.88689
30.501611,-87.886995
30.519891,-87.852505
35.13232,-86.566967
34.834204,-87.625266
34.83711,-87.635923
34.817906,-87.660888
34.84103,-87.632873
34.840526,-87.688634
34.842196,-87.634033
30.396227,-87.683556
30.380783,-87.683885
30.375746,-87.679791
31.329674,-85.711767
34.465978,-85.701316
34.437282,-85.753264
33.609452,-86.805119
33.604318,-86.80587
33.995877,-86.007103
34.01114,-85.990653
33.995877,-86.007103
34.012641,-85.987189
33.654419,-86.811436
30.478649,-88.335975
31.852392,-86.640755
31.851152,-86.648323
31.853654,-86.640786
31.694974,-87.777029
30.265141,-87.688877
30.249824,-87.690114
30.286413,-87.685715
30.267438,-87.686211
30.30391,-87.679997
30.257939,-87.68761
30.257939,-87.68761
34.238917,-87.598418
34.121651,-87.99014
34.439659,-86.941481
34.44223,-86.942851
33.446975,-86.820951
33.46717,-86.775097
33.405186,-86.806912
33.361577,-86.853288
32.188085,-86.361894
32.194367,-86.419633
33.450469,-86.986506
34.737747,-86.666385
34.798321,-86.537114
34.63,-86.65
34.673204,-86.544358
34.742476,-86.600193
34.713003,-86.57534
34.738811,-86.662443
34.735795,-86.658428
34.642191,-86.573594
34.765195,-86.592346
34.657382,-86.485989
34.747008,-86.675822
34.615879,-86.57072
34.743883,-86.68209
34.674651,-86.544345
34.711142,-86.653924
34.711142,-86.653924
33.532946,-86.705203
33.817666,-85.761703
33.788159,-85.764983
33.847926,-87.266703
33.84416,-87.250659
33.548801,-86.596128
33.562249,-86.518651
33.58833,-86.123914
33.593215,-86.159716
32.623274,-88.205693
30.647995,-87.761284
34.637337,-86.852679
34.68329,-86.741823
34.748852,-86.756318
32.460348,-86.386739
30.652164,-88.119407
30.677846,-88.223529
30.673337,-88.124725
30.675406,-88.144132
30.592235,-88.169989
30.684075,-88.221913
30.639016,-88.139617
30.761255,-88.224918
30.676639,-88.115252
30.70188,-88.116326
30.639788,-88.191695
30.705839,-88.225446
30.691519,-88.160835
30.639612,-88.233625
30.67551,-88.225465
30.682822,-88.06611
30.676828,-88.085061
30.72029,-88.149225
30.689198,-88.11745
30.635256,-88.144261
30.680244,-88.22509
30.58632,-88.169369
30.676098,-88.172884
30.653263,-88.246397
30.683357,-88.114295
30.676547,-88.127371
30.676547,-88.127371
30.660751,-88.207806
30.711095,-88.27655
30.69908,-88.125652
30.596172,-88.163805
30.670828,-88.191378
30.672997,-88.121424
30.673871,-88.225473
30.664065,-88.169088
31.480615,-87.328286
32.340755,-86.17789
32.383029,-86.180615
32.364657,-86.136308
32.326523,-86.267565
32.325881,-86.329389
32.370957,-86.270336
32.35918,-86.284638
